id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
6553,extraneous,clarity deficit,neg,synthetic,tagalog,Sabi niya babalikan pa raw yung topic pero hindi na napagusapan ulit.,,4204,Sabi niya babalikan pa raw yung topic pero hindi na napagusapan ulit.
6554,extraneous,clarity deficit,neg,synthetic,tagalog,Kani-kanya kaming naintindihan sa activity dahil hindi malinaw yung mekaniks.,,4205,Kani-kanya kaming naintindihan sa activity dahil hindi malinaw yung mekaniks.
6556,extraneous,clarity deficit,neg,synthetic,tagalog,Tinuro niya sana yung solution pero hindi niya sinabi paano nakuha yun.,,4207,Tinuro niya sana yung solution pero hindi niya sinabi paano nakuha yun.
6557,extraneous,clarity deficit,neg,synthetic,tagalog,"Parang script lang binabasa niya, walang pagpapaliwanag sa likod ng bawat linya.",,4208,"Parang script lang binabasa niya, walang pagpapaliwanag sa likod ng bawat linya."
6558,extraneous,clarity deficit,neg,synthetic,tagalog,Ininterrupt niya sarili niya ng ibang topic kaya nawala yung flow ng lesson.,,4209,Ininterrupt niya sarili niya ng ibang topic kaya nawala yung flow ng lesson.
6559,extraneous,clarity deficit,neg,synthetic,tagalog,"Sabi niya ""malinaw naman ito"" pero halos lahat ng klase hindi na-gets.",,4210,"Sabi niya ""malinaw naman ito"" pero halos lahat ng klase hindi na-gets."
6560,extraneous,clarity deficit,neg,synthetic,tagalog,Iniiwan niya kaming mag-isip kung ano talaga dapat gawin sa exercise.,,4211,Iniiwan niya kaming mag-isip kung ano talaga dapat gawin sa exercise.
6561,extraneous,clarity deficit,neg,synthetic,tagalog,Nahirapan ako sundan dahil parang nagbabasa lang siya galing sa isang libro.,,4212,Nahirapan ako sundan dahil parang nagbabasa lang siya galing sa isang libro.
6562,extraneous,clarity deficit,neg,synthetic,tagalog,Hindi ko alam kung tapos na yung isang paksa o may kasunod pa.,,4213,Hindi ko alam kung tapos na yung isang paksa o may kasunod pa.
6563,extraneous,clarity deficit,neg,synthetic,tagalog,Pareho ang tunog ng dalawang term na ginamit niya pero magkaiba pala ang ibig sabihin.,,4214,Pareho ang tunog ng dalawang term na ginamit niya pero magkaiba pala ang ibig sabihin.
6564,extraneous,clarity deficit,neg,synthetic,tagalog,Sabay-sabay niyang sinabi lahat ng steps kaya hindi ko na-follow yung sequence.,,4215,Sabay-sabay niyang sinabi lahat ng steps kaya hindi ko na-follow yung sequence.
6566,extraneous,clarity deficit,neg,synthetic,tagalog,Iba yung ginawang halimbawa sa klase kesa sa ipinasa naming assignment.,,4217,Iba yung ginawang halimbawa sa klase kesa sa ipinasa naming assignment.
6567,extraneous,clarity deficit,neg,synthetic,tagalog,Wala akong maintindihan sa buong presentation kasi puro terms lang binitawan.,,4218,Wala akong maintindihan sa buong presentation kasi puro terms lang binitawan.
6568,extraneous,clarity deficit,neg,synthetic,tagalog,Lumipat siya sa ibang halimbawa kahit hindi pa naipaliwanag nang maayos ang una.,,4219,Lumipat siya sa ibang halimbawa kahit hindi pa naipaliwanag nang maayos ang una.
6569,extraneous,clarity deficit,neg,synthetic,tagalog,"Ang instructions parang paikot-ikot, hindi tuwiran ang sagot sa tanong ko.",,4220,"Ang instructions parang paikot-ikot, hindi tuwiran ang sagot sa tanong ko."
6570,extraneous,clarity deficit,neg,synthetic,tagalog,Bumalik siya sa dati naming topic pero hindi naman na-relate sa kasalukuyan.,,4221,Bumalik siya sa dati naming topic pero hindi naman na-relate sa kasalukuyan.
6571,extraneous,clarity deficit,neg,synthetic,tagalog,Iba-iba pala ang naiintindihan ng bawat isa dahil hindi malinaw yung binigay na gabay.,,4222,Iba-iba pala ang naiintindihan ng bawat isa dahil hindi malinaw yung binigay na gabay.
6572,extraneous,clarity deficit,neg,synthetic,tagalog,"Kulang yung context bago pumasok sa mismong problema, biglaan lang.",,4223,"Kulang yung context bago pumasok sa mismong problema, biglaan lang."
6573,extraneous,clarity deficit,neg,synthetic,tagalog,Ang dami niyang sinasabi habang nagpapakita ng code kaya nalilito ako sa daloy.,,4224,Ang dami niyang sinasabi habang nagpapakita ng code kaya nalilito ako sa daloy.
6574,extraneous,clarity deficit,neg,synthetic,tagalog,"Parang may kulang na bahagi sa paliwanag, tumalon lang agad sa konklusyon.",,4225,"Parang may kulang na bahagi sa paliwanag, tumalon lang agad sa konklusyon."
6575,extraneous,clarity deficit,neg,synthetic,tagalog,"Sabi niya sundan lang daw yung format, pero wala namang halimbawa ng format na yun.",,4226,"Sabi niya sundan lang daw yung format, pero wala namang halimbawa ng format na yun."
6576,extraneous,clarity deficit,neg,synthetic,tagalog,Naguguluhan ako kung aling bahagi ng tanong yung sinasagot niya.,,4227,Naguguluhan ako kung aling bahagi ng tanong yung sinasagot niya.
6577,extraneous,clarity deficit,neg,synthetic,tagalog,Hindi klaro kung kailan dapat gamitin yung isang method kesa sa isa pa.,,4228,Hindi klaro kung kailan dapat gamitin yung isang method kesa sa isa pa.
6578,extraneous,clarity deficit,neg,synthetic,tagalog,"Puro reklamo yung sinabi niya sa dating output namin, wala namang tamang paraan na ibinigay.",,4229,"Puro reklamo yung sinabi niya sa dating output namin, wala namang tamang paraan na ibinigay."
6579,extraneous,clarity deficit,neg,synthetic,tagalog,Iniwan niya kaming mag-isip kung tama ba yung naunawaan namin o hindi.,,4230,Iniwan niya kaming mag-isip kung tama ba yung naunawaan namin o hindi.
6580,extraneous,clarity deficit,neg,synthetic,tagalog,Hindi maayos na na-explain kung paano nauugnay ang topic sa naunang aralin.,,4231,Hindi maayos na na-explain kung paano nauugnay ang topic sa naunang aralin.
6581,extraneous,clarity deficit,neg,synthetic,tagalog,"Ang dalas niyang gumamit ng ""etc."" kahit yun mismo yung importanteng detalye.",,4232,"Ang dalas niyang gumamit ng ""etc."" kahit yun mismo yung importanteng detalye."
6582,extraneous,clarity deficit,neg,synthetic,tagalog,"Ibang salita ginamit niya sa bawat pagbanggit ng parehong konsepto, kaya naguluhan ako.",,4233,"Ibang salita ginamit niya sa bawat pagbanggit ng parehong konsepto, kaya naguluhan ako."
6583,extraneous,clarity deficit,neg,synthetic,tagalog,Wala akong maalala kung ano talaga ang layunin ng activity na ginawa namin.,,4234,Wala akong maalala kung ano talaga ang layunin ng activity na ginawa namin.
6584,extraneous,clarity deficit,neg,synthetic,tagalog,Parang hulaan lang ang laro dahil hindi naman malinaw ang criteria.,,4235,Parang hulaan lang ang laro dahil hindi naman malinaw ang criteria.
6586,extraneous,clarity deficit,neg,synthetic,tagalog,"Sa gitna ng paliwanag, biglang may binanggit siyang term na hindi pa naman namin narinig.",,4237,"Sa gitna ng paliwanag, biglang may binanggit siyang term na hindi pa naman namin narinig."
6587,extraneous,clarity deficit,neg,synthetic,tagalog,"Kulang yung paliwanag kung paano naabot yung sagot, tinuro lang niya yung huling resulta.",,4238,"Kulang yung paliwanag kung paano naabot yung sagot, tinuro lang niya yung huling resulta."
6588,extraneous,clarity deficit,neg,synthetic,tagalog,Hindi ko masabi kung ano yung priority sa dami ng binanggit niyang detalye.,,4239,Hindi ko masabi kung ano yung priority sa dami ng binanggit niyang detalye.
6589,extraneous,clarity deficit,neg,synthetic,tagalog,Iba-iba ang naging takbo ng paliwanag depende kung sinong tatanong sa kanya.,,4240,Iba-iba ang naging takbo ng paliwanag depende kung sinong tatanong sa kanya.
6590,extraneous,clarity deficit,neg,synthetic,tagalog,Parang kalahati lang ng ideya ang naipaliwanag bago siya lumipat ulit.,,4241,Parang kalahati lang ng ideya ang naipaliwanag bago siya lumipat ulit.
6591,extraneous,clarity deficit,neg,synthetic,tagalog,Naguluhan ako kasi magkasalungat yung dalawang paliwanag niya sa magkaibang araw.,,4242,Naguluhan ako kasi magkasalungat yung dalawang paliwanag niya sa magkaibang araw.
6592,extraneous,clarity deficit,neg,synthetic,tagalog,"Kulang yung linaw sa layout ng gawain, hindi ko alam saan ako magsisimula.",,4243,"Kulang yung linaw sa layout ng gawain, hindi ko alam saan ako magsisimula."
6593,extraneous,clarity deficit,neg,synthetic,tagalog,Iniwan niya yung tanong na parang kailangan naming hulaan na lang ang tamang sagot.,,4244,Iniwan niya yung tanong na parang kailangan naming hulaan na lang ang tamang sagot.
6595,extraneous,clarity deficit,neg,synthetic,tagalog,"Parang naiwan yung ibang parte ng paliwanag, hindi tuluy-tuloy ang buong ideya.",,4246,"Parang naiwan yung ibang parte ng paliwanag, hindi tuluy-tuloy ang buong ideya."
6596,extraneous,clarity deficit,neg,synthetic,tagalog,Iba yung naunawaan ko sa sinabi niya kesa sa aktwal na hinihingi ng gawain.,,4247,Iba yung naunawaan ko sa sinabi niya kesa sa aktwal na hinihingi ng gawain.
6598,extraneous,clarity deficit,neg,synthetic,tagalog,"Parang paikot-ikot ang sagot niya, hindi tuwiran sa tanong na itinanong.",,4249,"Parang paikot-ikot ang sagot niya, hindi tuwiran sa tanong na itinanong."
6599,extraneous,clarity deficit,neg,synthetic,tagalog,Kulang ang detalye bago pumunta sa mas kumplikadong bahagi ng paksa.,,4250,Kulang ang detalye bago pumunta sa mas kumplikadong bahagi ng paksa.
6600,extraneous,clarity deficit,neg,synthetic,tagalog,Naiwan akong kulang sa gabay dahil hindi klaro kung ano ang inaasahan sa amin.,,4251,Naiwan akong kulang sa gabay dahil hindi klaro kung ano ang inaasahan sa amin.
6601,extraneous,clarity deficit,neg,synthetic,tagalog,Parang may nawalang bahagi sa pagitan ng dalawang ideya na dapat magkadugtong.,,4252,Parang may nawalang bahagi sa pagitan ng dalawang ideya na dapat magkadugtong.
6603,extraneous,clarity deficit,neg,synthetic,tagalog,Ibang bagay ang binanggit niya sa simula kesa sa binalik niyang paksa mamaya.,,4254,Ibang bagay ang binanggit niya sa simula kesa sa binalik niyang paksa mamaya.
6605,extraneous,clarity deficit,neg,synthetic,tagalog,"Kulang ang paliwanag kung bakit ganoon ang tamang paraan, basta na lang sinabi.",,4256,"Kulang ang paliwanag kung bakit ganoon ang tamang paraan, basta na lang sinabi."
6606,extraneous,clarity deficit,neg,synthetic,tagalog,Iniwan niya kaming mag-isip kung anong susunod na hakbang pagkatapos ng bahaging yun.,,4257,Iniwan niya kaming mag-isip kung anong susunod na hakbang pagkatapos ng bahaging yun.
6607,extraneous,clarity deficit,neg,synthetic,tagalog,Parang may bahagi siyang kinaligtaan sa paliwanag kaya may gap sa naintindihan ko.,,4258,Parang may bahagi siyang kinaligtaan sa paliwanag kaya may gap sa naintindihan ko.
6608,extraneous,clarity deficit,neg,synthetic,tagalog,Hindi malinaw ang connection ng dalawang halimbawa na binigay niya.,,4259,Hindi malinaw ang connection ng dalawang halimbawa na binigay niya.
6609,extraneous,clarity deficit,neg,synthetic,tagalog,Naguluhan ako dahil parang magkaiba ang tono ng dalawang paliwanag sa parehong konsepto.,,4260,Naguluhan ako dahil parang magkaiba ang tono ng dalawang paliwanag sa parehong konsepto.
6611,extraneous,clarity deficit,neg,synthetic,tagalog,Iba't iba ang pagkakaunawa namin dahil parang bawat isa may sariling interpretasyon.,,4262,Iba't iba ang pagkakaunawa namin dahil parang bawat isa may sariling interpretasyon.
6614,extraneous,clarity deficit,neg,synthetic,tagalog,"Hindi malinaw ang pagkakadugtong ng bawat parte ng paliwanag, parang hiwa-hiwalay lang.",,4265,"Hindi malinaw ang pagkakadugtong ng bawat parte ng paliwanag, parang hiwa-hiwalay lang."
6615,extraneous,clarity deficit,neg,synthetic,tagalog,Kulang ang paglilinaw kung bakit ganito dapat gawin kesa sa ibang paraan.,,4266,Kulang ang paglilinaw kung bakit ganito dapat gawin kesa sa ibang paraan.
6616,extraneous,clarity deficit,neg,synthetic,tagalog,Naguluhan ako sa pagitan ng dalawang term na parang pareho lang ang gamit.,,4267,Naguluhan ako sa pagitan ng dalawang term na parang pareho lang ang gamit.
6617,extraneous,clarity deficit,neg,synthetic,tagalog,"Iniwan niya yung bahaging yun na parang alam na naming lahat, pero hindi naman.",,4268,"Iniwan niya yung bahaging yun na parang alam na naming lahat, pero hindi naman."
6619,extraneous,clarity deficit,neg,synthetic,tagalog,Kulang ang paliwanag sa kung ano ang dapat asahan bago pumasok sa gawain.,,4270,Kulang ang paliwanag sa kung ano ang dapat asahan bago pumasok sa gawain.
6620,extraneous,clarity deficit,neg,synthetic,tagalog,Naguluhan ako dahil iba yung sinabi niya kesa sa aktwal na nakasulat sa gabay.,,4271,Naguluhan ako dahil iba yung sinabi niya kesa sa aktwal na nakasulat sa gabay.
